[-226.46219091508297, -122.18303100543855]
[-4.84212711996445, 2.603682776740399]
[13.232077947747179, 51.71556631633288]
[14.531601098145966, -35.42110678943332]
[33.79177649034118, -6.598130256592727]
[30.778671959226056, 57.041801190309755]
[14.533058935333228, 14.543080290327662]
[-26.58404183423219, -11.23465966129936]
[9.89437070451416, -5.259396091097266]
[20.105069300839155, 51.577608715980716]
[23.778229431673186, -27.34997948546645]
[-1.0319567498821525, 18.670771360783796]
[-6.139477741492196, 47.846843173272575]
[-1.2318426924642287, 54.882766763587995]
[-1.832406077665849, 29.888630098923286]
[-17.023702032776153, -0.49970914571003844]
[7.274548899469627, 18.30203288648073]
[-5.073392119255905, 2.191968337113816]
[-25.773412142956133, 7.327660858912311]
[12.30243966766286, -19.778553236110255]
[-0.9261003912572647, -14.432671750111762]
[7.7285128674373205, -6.535119404311152]
[-33.08517782432716, -8.205373667599149]
[12.725692227580325, -21.5978768978382]
[16.12904464172173, -3.454203001258473]
[5.340250785847581, -26.981500457067117]
[-5.906546577135266, -28.75763600251144]
[18.077404811258926, -1.7347488260222832]
[6.457265625025925, 5.140489304450833]
[-8.105278753599904, -0.8526118797294919]
[7.880025648270696, 4.8715589461789035]
[-3.379720171789602, 4.092912758214033]
[-0.3382005174320346, 0.757892548637757]
[2.244591732185366, 0.8031107294516686]
[-5.0516521526172795, 3.441866591128326]
[-1.8758593034299293, -0.10438965399118369]
[6.668601405341328, -2.1504233418886836]
[0.025961736641474165, 1.173373977021387]
[-3.5888207141775315, -0.06441354139516355]
[-1.9686461536958875, -0.7841532764627308]
[3.4638972899674503, 8.63237615458789]
[2.8198180815208045, -2.1158399161590977]
[-4.499009055432616, -2.7346913204660876]
[1.5120748780589213, -2.4695102982777124]
[3.3020845856121843, 3.8931517227402304]
[0.21096588874251754, -4.660301769039383]
[0.568082530296999, 0.6863980406730712]
[0.8655622028999138, 0.9293238455056582]
[-4.309426345348351, 3.5515566886066003]
[2.4136736531100023, -3.9287600521205626]
[-5.098612483056753, -2.673810977270796]
